age1,gender,income,height,kgs,kgs2,bmi,religion1,eating1,status1,marital_status1,family_type1,manglik1,horoscope,drinking1,smoking1,values1,complexion1,body1,caste_imp,created_for,employed1,father,mother,living,brothers,sisters,education1
36.0,1,5833.0,65.0,65.0,52.0,23.8462015386,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,2.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0
36.0,1,14167.0,70.0,73.0,41.0,23.0918829185,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,4.0,0,0.0,1.0,6.0,4.0,0.0,1.0,0.0,2.0
36.0,1,14167.0,65.0,62.0,47.0,22.7456076214,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,8.0,4.0,1.0,0.0,1.0,3.0
36.0,1,14167.0,71.0,60.0,48.0,18.4487573895,0.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,4.0,6.0,4.0,1.0,1.0,0.0,3.0
36.0,1,20833.0,73.0,105.0,65.0,30.5405001878,0.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,1,1.0,4.0,6.0,4.0,0.0,1.0,0.0,3.0
36.0,1,14167.0,68.0,62.0,48.0,20.7829135381,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,4.0,4.0,6.0,4.0,1.0,1.0,1.0,0.0
36.0,1,14167.0,69.0,62.0,48.0,20.1848754884,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1,3.0,5.0,6.0,4.0,1.0,0.0,3.0,1.0
36.0,1,4167.0,62.0,60.0,50.0,24.1935967743,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,6.0,5.0,1.0,1.0,0.0,2.0
36.0,1,2500.0,68.0,63.0,50.0,21.118121821,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,1,0.0,4.0,5.0,4.0,0.0,5.0,1.0,2.0
36.0,1,7500.0,66.0,60.0,56.0,21.3499049588,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1,0.0,5.0,6.0,4.0,1.0,1.0,4.0,3.0
36.0,1,20833.0,66.0,63.0,48.0,22.4174002067,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,5.0,4.0,1.0,1.0,3.0,2.0
36.0,1,5833.0,67.0,70.0,45.0,24.1702421476,0.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,6.0,4.0,1.0,1.0,0.0,3.0
36.0,1,14167.0,70.0,77.0,41.0,24.3571915715,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1,0.0,6.0,6.0,4.0,1.0,1.0,0.0,2.0
36.0,1,2500.0,63.0,49.0,48.0,19.1358407408,0.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,0,0.0,4.0,2.0,4.0,1.0,5.0,1.0,0.0
36.0,1,1250.0,69.0,60.0,45.0,19.5337504727,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1,2.0,1.0,5.0,4.0,1.0,4.0,2.0,0.0
36.0,1,7500.0,68.0,60.0,50.0,20.1124969724,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1,0.0,4.0,6.0,4.0,1.0,0.0,0.0,2.0
36.0,1,5833.0,67.0,63.0,47.0,21.7532179328,0.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0,0.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0
36.0,1,10000.0,68.0,64.0,52.0,21.4533301039,0.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,1,0.0,3.0,6.0,6.0,1.0,1.0,0.0,2.0
36.0,1,14167.0,68.0,73.0,57.0,24.4702046498,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,1,0.0,4.0,6.0,4.0,1.0,0.0,1.0,3.0
36.0,1,100000.0,62.0,62.0,48.0,25.0000500001,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0
36.0,1,29167.0,71.0,73.0,57.0,22.4459881572,0.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1,0.0,6.0,7.0,5.0,0.0,1.0,1.0,3.0
36.0,1,5833.0,66.0,62.0,53.0,22.0615684574,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0,4.0,4.0,2.0,4.0,1.0,0.0,2.0,3.0
36.0,1,2500.0,63.0,50.0,46.0,19.5263681029,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,5.0,4.0,0.0,1.0,1.0,0.0
36.0,1,14167.0,74.0,80.0,58.0,22.6443111761,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,1,4.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0
36.0,1,14167.0,67.0,62.0,47.0,21.4079287593,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1,0.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0
36.0,1,54167.0,71.0,70.0,52.0,21.5235502877,0.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1,1.0,5.0,6.0,4.0,0.0,0.0,2.0,3.0
36.0,1,2500.0,67.0,58.0,54.0,20.0267720651,0.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,1,4.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0
36.0,1,14167.0,66.0,65.0,47.0,23.1290637053,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0
36.0,1,4167.0,63.0,70.0,50.0,27.336915344,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0.0,4.0,2.0,4.0,0.0,1.0,1.0,2.0
36.0,1,5833.0,67.0,52.0,46.0,17.9550370239,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0,0.0,4.0,10.0,5.0,1.0,2.0,3.0,2.0
36.0,1,2500.0,70.0,65.0,55.0,20.5612656123,0.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,0,0.0,4.0,6.0,6.0,1.0,0.0,0.0,3.0
36.0,1,37500.0,70.0,62.0,48.0,19.6122841225,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,4.0,1.0,4.0,0.0,0.0,2.0,3.0
36.0,1,37500.0,66.0,80.0,52.0,28.466539945,0.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1,2.0,4.0,5.0,5.0,1.0,2.0,0.0,3.0
36.0,1,2500.0,70.0,74.0,65.0,23.4082100817,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1,4.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0
36.0,1,7500.0,69.0,65.0,47.0,21.1615630121,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,0.0,2.0,2.0
36.0,1,7500.0,63.0,55.0,50.0,21.4790049132,0.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,4.0,6.0,5.0,1.0,0.0,1.0,3.0
36.0,1,5833.0,66.0,52.0,58.0,18.5032509643,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,4.0,5.0,4.0,1.0,0.0,1.0,3.0
36.0,1,45833.0,66.0,68.0,50.0,24.1965589533,0.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,4.0,6.0,4.0,1.0,1.0,0.0,3.0
36.0,1,29167.0,68.0,75.0,57.0,25.1406212155,0.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,1,1.0,5.0,6.0,7.0,1.0,1.0,0.0,3.0
36.0,1,14167.0,71.0,65.0,55.0,19.9861538386,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1,2.0,4.0,6.0,4.0,0.0,1.0,1.0,3.0
36.0,1,2500.0,66.0,62.0,47.0,22.0615684574,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0.0,4.0,5.0,4.0,1.0,0.0,1.0,0.0
36.0,1,14167.0,68.0,83.0,50.0,27.8222874785,0.0,4.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0,0.0,6.0,2.0,4.0,0.0,2.0,1.0,2.0
36.0,1,100000.0,67.0,60.0,41.0,20.7173504122,0.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0,0.0,6.0,5.0,4.0,1.0,3.0,3.0,2.0
36.0,1,2500.0,67.0,50.0,47.0,17.2644586768,0.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,1,0.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0
36.0,1,7500.0,68.0,65.0,47.0,21.7885383868,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,0.0,4.0,2.0,6.0,1.0,1.0,0.0,2.0
36.0,1,2500.0,64.0,58.0,46.0,21.9482860841,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,2.0,5.0,4.0,1.0,0.0,0.0,2.0
36.0,1,4167.0,64.0,63.0,49.0,23.840379712,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,1.0,2.0,2.0
36.0,1,4167.0,71.0,60.0,47.0,18.4487573895,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,1,0.0,4.0,6.0,4.0,1.0,1.0,2.0,1.0
36.0,1,4167.0,68.0,52.0,47.0,17.4308307094,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,6.0,5.0,4.0,1.0,3.0,3.0,3.0
36.0,1,2500.0,64.0,65.0,50.0,24.5972171632,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1,2.0,4.0,8.0,4.0,1.0,3.0,2.0,2.0
37.0,1,14167.0,65.0,58.0,53.0,21.2781490652,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,0,0.0,4.0,5.0,4.0,1.0,1.0,0.0,2.0
37.0,1,4167.0,68.0,70.0,55.0,23.4645798011,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0
38.0,1,4167.0,69.0,67.0,57.0,21.8126880278,0.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,1,0.0,4.0,6.0,4.0,1.0,0.0,1.0,2.0
37.0,1,29167.0,67.0,87.0,64.0,30.0401580977,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,4.0,5.0,6.0,1.0,0.0,1.0,3.0
37.0,1,14167.0,67.0,64.0,64.0,22.0985071063,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1,1.0,5.0,5.0,4.0,1.0,2.0,1.0,2.0
37.0,1,5833.0,68.0,80.0,47.0,26.8166626299,0.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,6.0,4.0,1.0,1.0,0.0,2.0
37.0,1,7500.0,64.0,60.0,50.0,22.7051235352,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,6.0,2.0,4.0,0.0,2.0,1.0,2.0
37.0,1,14167.0,67.0,62.0,48.0,21.4079287593,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,2.0,3.0,5.0,4.0,1.0,3.0,2.0,1.0
37.0,1,7500.0,70.0,90.0,67.0,28.469444694,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,1,0.0,6.0,2.0,4.0,1.0,0.0,3.0,0.0
37.0,1,4167.0,68.0,58.0,57.0,19.4420804067,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,2.0,0.0,2.0
37.0,1,5833.0,69.0,63.0,49.0,20.5104379963,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,4.0,2.0,4.0,1.0,3.0,0.0,2.0
37.0,1,7500.0,67.0,80.0,55.0,27.6231338829,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,0.0,4.0,6.0,6.0,1.0,1.0,0.0,3.0
37.0,1,417.0,68.0,75.0,65.0,25.1406212155,0.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0,0.0,6.0,6.0,4.0,1.0,1.0,0.0,2.0
37.0,1,14167.0,68.0,60.0,41.0,20.1124969724,0.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1,2.0,6.0,5.0,6.0,1.0,1.0,1.0,2.0
37.0,1,5833.0,68.0,65.0,52.0,21.7885383868,0.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1,0.0,4.0,6.0,6.0,1.0,0.0,3.0,3.0
37.0,1,2500.0,66.0,65.0,48.0,23.1290637053,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,0,0.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0
37.0,1,2500.0,69.0,59.0,53.0,19.2081879648,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1,0.0,6.0,8.0,4.0,1.0,0.0,1.0,1.0
37.0,1,5833.0,64.0,55.0,52.0,20.8130299073,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,4.0,6.0,4.0,1.0,0.0,1.0,3.0
37.0,1,14167.0,66.0,74.0,52.0,26.3315494491,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0,1.0,5.0,5.0,6.0,1.0,0.0,1.0,3.0
37.0,1,7500.0,71.0,72.0,57.0,22.1385088674,0.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0
37.0,1,4167.0,66.0,65.0,60.0,23.1290637053,0.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,1,0.0,6.0,6.0,6.0,1.0,0.0,1.0,1.0
37.0,1,7500.0,71.0,78.0,56.0,23.9833846063,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,1,0.0,4.0,5.0,6.0,1.0,0.0,0.0,1.0
37.0,1,14167.0,66.0,66.0,52.0,23.4848954546,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1,0.0,6.0,6.0,4.0,0.0,2.0,1.0,2.0
37.0,1,14167.0,67.0,68.0,50.0,23.4796638005,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,2.0,6.0,5.0,0.0,2.0,2.0,3.0
37.0,1,14167.0,66.0,62.0,47.0,22.0615684574,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,6.0,5.0,1.0,0.0,0.0,4.0
37.0,1,4167.0,70.0,72.0,50.0,22.7755557552,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0,0.0,4.0,5.0,6.0,1.0,1.0,0.0,3.0
37.0,1,4167.0,64.0,58.0,49.0,21.9482860841,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,5.0,4.0,1.0,2.0,3.0,2.0
37.0,1,14167.0,62.0,67.0,48.0,27.0161830646,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,1,0.0,6.0,5.0,4.0,1.0,0.0,5.0,2.0
37.0,1,20833.0,66.0,75.0,50.0,26.6873811985,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,4.0,6.0,4.0,1.0,0.0,1.0,2.0
37.0,1,5833.0,62.0,63.0,55.0,25.403276613,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,4.0,1,0.0,4.0,5.0,4.0,1.0,1.0,0.0,2.0
37.0,1,5833.0,65.0,72.0,50.0,26.4142540119,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0
37.0,1,5833.0,67.0,70.0,55.0,24.1702421476,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,1.0,6.0,4.0,0.0,1.0,0.0,3.0
37.0,1,14167.0,64.0,68.0,57.0,25.7324733399,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,5.0,2.0,1,0.0,4.0,6.0,4.0,1.0,1.0,0.0,2.0
37.0,1,4167.0,67.0,62.0,48.0,21.4079287593,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1,4.0,4.0,5.0,4.0,1.0,1.0,0.0,2.0
37.0,1,14167.0,71.0,58.0,52.0,17.8337988098,0.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1,0.0,6.0,2.0,4.0,1.0,0.0,1.0,3.0
37.0,1,10000.0,71.0,72.0,62.0,22.1385088674,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,4.0,6.0,4.0,0.0,3.0,2.0,3.0
37.0,1,1250.0,67.0,60.0,48.0,20.7173504122,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0
37.0,1,7500.0,68.0,68.0,65.0,22.7941632354,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0
37.0,1,14167.0,71.0,87.0,60.0,26.7506982147,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,5.0,6.0,1.0,1.0,0.0,3.0
37.0,1,14167.0,72.0,75.0,46.0,22.4248133681,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1,1.0,4.0,8.0,4.0,1.0,0.0,3.0,2.0
37.0,1,7500.0,72.0,73.0,58.0,21.826818345,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0,0.0,3.0,6.0,6.0,0.0,1.0,2.0,3.0
37.0,1,7500.0,69.0,60.0,53.0,19.5337504727,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0,2.0,3.0,5.0,7.0,1.0,1.0,0.0,3.0
37.0,1,4167.0,65.0,52.0,58.0,19.0769612308,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,0,0.0,6.0,6.0,4.0,1.0,2.0,0.0,3.0
37.0,1,2500.0,63.0,60.0,50.0,23.4316417234,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,4.0,6.0,4.0,1.0,2.0,0.0,2.0
37.0,1,20833.0,69.0,75.0,52.0,24.4171880908,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,0,0.0,6.0,2.0,4.0,1.0,0.0,2.0,3.0
37.0,1,14167.0,65.0,68.0,59.0,24.9467954557,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0,0.0,6.0,2.0,4.0,1.0,2.0,2.0,3.0
37.0,1,14167.0,67.0,60.0,47.0,20.7173504122,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0
37.0,1,45833.0,73.0,82.0,55.0,23.8506763371,0.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,4.0,0,2.0,6.0,5.0,4.0,0.0,1.0,2.0,3.0
37.0,1,7500.0,69.0,70.0,55.0,22.7893755514,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,0,4.0,1.0,6.0,4.0,1.0,0.0,2.0,3.0
37.0,1,14167.0,71.0,62.0,50.0,19.0637159691,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,1,0.0,4.0,6.0,4.0,0.0,1.0,2.0,3.0
37.0,1,14167.0,66.0,64.0,45.0,22.773231956,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0,1.0,5.0,6.0,4.0,1.0,0.0,1.0,3.0
37.0,1,4167.0,70.0,65.0,49.0,20.5612656123,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1,0.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0
37.0,1,2500.0,64.0,42.0,45.0,15.8935864747,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,2.0
38.0,1,14167.0,69.0,68.0,50.0,22.1382505357,0.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1,0.0,6.0,6.0,4.0,1.0,0.0,1.0,2.0
37.0,1,5833.0,64.0,62.0,62.0,23.4619609864,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1,0.0,5.0,7.0,4.0,0.0,2.0,0.0,2.0
37.0,1,14167.0,67.0,83.0,62.0,28.6590014035,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,0.0,5.0,2.0,4.0,0.0,1.0,0.0,3.0
37.0,1,7500.0,67.0,56.0,50.0,19.3361937181,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,6.0,4.0,0.0,2.0,1.0,4.0
38.0,1,4167.0,71.0,65.0,50.0,19.9861538386,0.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,1,0.0,4.0,8.0,4.0,1.0,1.0,0.0,2.0
37.0,1,5833.0,69.0,70.0,62.0,22.7893755514,0.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,5.0,2.0,1,4.0,6.0,2.0,4.0,0.0,0.0,0.0,3.0
37.0,1,4167.0,64.0,52.0,50.0,19.6777737305,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1,0.0,6.0,5.0,6.0,1.0,0.0,1.0,2.0
37.0,1,14167.0,66.0,65.0,55.0,23.1290637053,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,0.0,6.0,6.0,4.0,1.0,1.0,3.0,3.0
37.0,1,5833.0,67.0,67.0,52.0,23.134374627,0.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,0,4.0,6.0,6.0,4.0,1.0,2.0,2.0,2.0
37.0,1,20833.0,68.0,70.0,60.0,23.4645798011,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1,0.0,4.0,5.0,4.0,1.0,1.0,0.0,3.0
37.0,1,4167.0,66.0,67.0,62.0,23.840727204,0.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1,1.0,4.0,6.0,4.0,0.0,1.0,1.0,2.0
37.0,1,7500.0,66.0,59.0,55.0,20.9940732095,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,0,0.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0
37.0,1,5833.0,66.0,77.0,60.0,27.3990446971,0.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,0,0.0,5.0,7.0,4.0,0.0,1.0,1.0,2.0
37.0,1,20833.0,68.0,70.0,41.0,23.4645798011,0.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,0,0.0,5.0,2.0,6.0,0.0,0.0,1.0,3.0
37.0,1,14167.0,67.0,69.0,48.0,23.824952974,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,0,0.0,6.0,2.0,4.0,1.0,1.0,2.0,3.0
37.0,1,29167.0,74.0,75.0,41.0,21.2290417276,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,1,1.0,5.0,6.0,4.0,1.0,0.0,0.0,3.0
37.0,1,4167.0,71.0,72.0,57.0,22.1385088674,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1,0.0,4.0,6.0,4.0,1.0,1.0,0.0,2.0
37.0,1,14167.0,69.0,60.0,54.0,19.5337504727,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,1,1.0,4.0,6.0,4.0,1.0,1.0,0.0,3.0
37.0,1,14167.0,67.0,60.0,50.0,20.7173504122,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,1,0.0,5.0,6.0,4.0,1.0,1.0,0.0,3.0
37.0,1,5833.0,72.0,80.0,60.0,23.919800926,0.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0
37.0,1,14167.0,67.0,66.0,45.0,22.7890854534,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,0.0,6.0,6.0,4.0,1.0,0.0,0.0,3.0
